rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
3553,10018233,K02655.01,,CANDIDATE,CANDIDATE,16.29595382,7.40E-05,-7.40E-05,0,,,1.76,5.90E-01,-1.40E-01,0.1245,,,89.95,,,676,,,5796,156,-163,0.871,0.294,-0.07,0.966,0.084,-0.115
3554,8636539,K02656.01,,CANDIDATE,CANDIDATE,6.77360963,7.70E-05,-7.70E-05,0,,,1.31,6.40E-01,-1.10E-01,0.0721,,,89.38,,,1063,,,6363,172,-223,1.035,0.502,-0.092,1.083,0.228,-0.12
3555,9283156,K02657.01,,CANDIDATE,CANDIDATE,5.22404435,3.53E-05,-3.53E-05,0,,,0.52,1.40E-01,-4.00E-02,0.0554,,,89.95,,,899,,,5511,163,-139,0.758,0.214,-0.054,0.828,0.097,-0.085
3556,8547429,K02658.01,,CANDIDATE,CANDIDATE,11.6601366,9.12E-05,-9.12E-05,0,,,1.68,7.30E-01,-1.40E-01,0.1047,,,81.36,,,840,,,6089,141,-206,1.024,0.442,-0.087,1.125,0.211,-0.146
3557,8803882,K02659.01,,CANDIDATE,CANDIDATE,89.458739,9.11E-03,-9.11E-03,0,,,3.71,1.58E+00,-1.73E+00,0.4642,,,88.81,,,657,,,5242,187,-216,3.751,1.598,-1.743,1.665,0.353,-0.671
3558,9893318,K02660.01,,CANDIDATE,CANDIDATE,18.01621096,9.52E-05,-9.52E-05,0,,,2.47,1.21E+00,-2.60E-01,0.1369,,,89.38,,,768,,,6245,169,-216,1.065,0.525,-0.113,1.049,0.225,-0.117
3560,3426367,K02662.01,,CANDIDATE,CANDIDATE,2.104338119,4.24E-06,-4.24E-06,0,,,0.52,8.00E-02,-7.00E-02,0.0227,,,89.95,,,586,,,3410,50,-62,0.345,0.05,-0.05,0.35,0.05,-0.05
3562,5562090,K02664.01,,CANDIDATE,CANDIDATE,28.8432647,2.65E-04,-2.65E-04,0,,,2.27,4.90E-01,-2.20E-01,0.1679,,,89.95,,,491,,,5151,177,-142,0.785,0.169,-0.077,0.758,0.129,-0.061
3564,5342061,K02666.01,,CANDIDATE,CANDIDATE,64.035738,1.23E-03,-1.23E-03,0,,,2.5,1.16E+00,-2.00E-01,0.2926,,,87.66,,,411,,,5691,176,-142,0.783,0.363,-0.063,0.814,0.109,-0.068
3566,5513012,K02668.01,,CANDIDATE,CANDIDATE,0.679336272,7.17E-07,-7.17E-07,0,,,1.25,5.00E-01,-9.00E-02,0.0144,,,88.81,,,1814,,,5596,155,-144,0.778,0.313,-0.058,0.852,0.096,-0.088
3571,11253827,K02672.01,Kepler-396 c,CONFIRMED,CANDIDATE,88.5112563,1.16E-04,-1.16E-04,0,,,6.07,2.23E+00,-1.13E+00,0.3685,,,89.38,,,417,,,5579,153,-128,1.06,0.389,-0.197,0.85,0.13,-0.061
3572,11253827,K02672.02,Kepler-396 b,CONFIRMED,CANDIDATE,42.99255302,4.51E-05,-4.51E-05,0,,,3.49,1.28E+00,-6.50E-01,0.2277,,,89.95,,,531,,,5579,153,-128,1.06,0.389,-0.197,0.85,0.13,-0.061
3574,8022489,K02674.01,,CANDIDATE,CANDIDATE,197.5107678,3.53E-04,-3.53E-04,0,,,7.22,3.13E+00,-1.39E+00,0.6647,,,89.38,,,360,,,5988,156,-175,1.236,0.537,-0.238,1.002,0.196,-0.118
3575,8022489,K02674.02,,CANDIDATE,CANDIDATE,11.1726994,1.39E-04,-1.39E-04,0,,,1.06,4.60E-01,-2.00E-01,0.0979,,,89.38,,,939,,,5988,156,-175,1.236,0.537,-0.238,1.002,0.196,-0.118
3576,8022489,K02674.03,,CANDIDATE,CANDIDATE,2.53573424,1.02E-05,-1.02E-05,0,,,1.05,4.60E-01,-2.00E-01,0.0364,,,89.38,,,1539,,,5988,156,-175,1.236,0.537,-0.238,1.002,0.196,-0.118
3577,5794570,K02675.01,,CANDIDATE,CANDIDATE,5.448325286,7.35E-06,-7.35E-06,0,,,1.8,6.20E-01,-1.30E-01,0.0575,,,89.95,,,923,,,5674,153,-139,0.782,0.27,-0.057,0.851,0.098,-0.084
3578,5794570,K02675.02,,CANDIDATE,CANDIDATE,1.116128999,3.12E-06,-3.12E-06,0,,,0.84,2.90E-01,-6.00E-02,0.02,,,89.38,,,1565,,,5674,153,-139,0.782,0.27,-0.057,0.851,0.098,-0.084
3580,9958387,K02677.01,,CANDIDATE,CANDIDATE,237.7872077,8.52E-04,-8.52E-04,0,,,5.78,2.99E+00,-6.90E-01,0.7637,,,89.38,,,342,,,6400,158,-208,1.123,0.582,-0.133,1.044,0.233,-0.104
3581,6779260,K02678.01,,CANDIDATE,CANDIDATE,3.833091178,5.35E-06,-5.35E-06,0,,,3.56,2.71E+00,-1.95E+00,0.0454,,,88.81,,,1432,,,5351,157,-155,1.671,1.274,-0.915,0.849,0.211,-0.118
3582,6716021,K02679.01,,CANDIDATE,CANDIDATE,110.7557326,5.19E-04,-5.19E-04,0,,,12.58,7.43E+00,-1.46E+00,0.477,,,89.38,,,448,,,6528,159,-246,1.155,0.683,-0.134,1.177,0.267,-0.173
3583,8326342,K02680.01,,CANDIDATE,CANDIDATE,14.40792604,2.41E-05,-2.41E-05,0,,,5.44,1.45E+00,-3.90E-01,0.1073,,,87.66,,,626,,,5433,175,-145,0.733,0.195,-0.053,0.793,0.107,-0.076
3584,6878240,K02681.01,Kepler-397 c,CONFIRMED,CANDIDATE,135.4977745,3.51E-04,-3.51E-04,0,,,5.7,9.80E-01,-4.20E-01,0.4663,,,89.38,,,273,,,5114,187,-167,0.682,0.117,-0.051,0.736,0.098,-0.074
3585,6878240,K02681.02,Kepler-397 b,CONFIRMED,CANDIDATE,22.2508247,1.50E-04,-1.50E-04,0,,,1.78,3.00E-01,-1.40E-01,0.1398,,,89.95,,,498,,,5114,187,-167,0.682,0.117,-0.051,0.736,0.098,-0.074
3586,2436378,K02682.01,,CANDIDATE,CANDIDATE,8.53161707,1.22E-05,-1.22E-05,0,,,73.25,0.00E+00,0.00E+00,0.0819,,,87.09,,,891,,,5780,,,1,,,1,,
3587,7899070,K02683.01,,CANDIDATE,CANDIDATE,126.4465454,4.07E-04,-4.07E-04,0,,,4.69,1.47E+00,-3.70E-01,0.4717,,,89.95,,,325,,,5635,153,-151,0.804,0.253,-0.063,0.876,0.092,-0.092
3590,7826659,K02686.01,,CANDIDATE,CANDIDATE,211.0338741,8.26E-04,-8.26E-04,0,,,3.69,4.00E-01,-3.20E-01,0.6108,,,89.38,,,212,,,4628,178,-155,0.661,0.072,-0.057,0.681,0.072,-0.065
3591,7202957,K02687.01,,CANDIDATE,CANDIDATE,1.716831717,2.16E-06,-2.16E-06,0,,,1.57,4.50E-01,-6.30E-01,0.0302,,,89.95,,,2124,,,5895,158,-164,2.014,0.567,-0.808,1.241,0.23,-0.255
3592,7202957,K02687.02,,CANDIDATE,CANDIDATE,8.16735028,1.56E-05,-1.56E-05,0,,,2.07,5.80E-01,-8.30E-01,0.0854,,,89.38,,,1263,,,5895,158,-164,2.014,0.567,-0.808,1.241,0.23,-0.255
3593,8892303,K02688.01,,CANDIDATE,CANDIDATE,5.424749281,3.97E-06,-3.97E-06,0,,,5.2,4.30E-01,-6.80E-01,0.0504,,,89.95,,,626,,,4141,138,-158,0.592,0.049,-0.077,0.581,0.059,-0.062
3594,10265602,K02689.01,,CANDIDATE,CANDIDATE,165.3450738,4.58E-04,-4.58E-04,0,,,3147.87,1.39E+03,-3.18E+02,0.5468,,,87.09,,,301,,,5594,205,-168,0.812,0.358,-0.082,0.798,0.125,-0.065
3595,5369827,K02690.01,,CANDIDATE,CANDIDATE,3.606941526,2.67E-06,-2.67E-06,0,,,2.03,9.10E-01,-3.40E-01,0.0428,,,89.95,,,1178,,,5587,165,-134,0.978,0.437,-0.165,0.806,0.144,-0.057
3596,4552729,K02691.01,,CANDIDATE,CANDIDATE,97.4467732,2.91E-04,-2.91E-04,0,,,3.47,4.20E-01,-2.70E-01,0.3725,,,89.38,,,283,,,4728,187,-151,0.688,0.083,-0.055,0.724,0.074,-0.07
3598,5185897,K02693.01,Kepler-398 b,CONFIRMED,CANDIDATE,4.081411491,8.41E-06,-8.41E-06,0,,,0.97,9.00E-02,-7.00E-02,0.0444,,,83.65,,,764,,,4494,139,-117,0.659,0.061,-0.051,0.698,0.051,-0.068
3599,5185897,K02693.02,Kepler-398 c,CONFIRMED,CANDIDATE,11.41945387,4.31E-05,-4.31E-05,0,,,0.98,9.00E-02,-8.00E-02,0.0881,,,86.52,,,542,,,4494,139,-117,0.659,0.061,-0.051,0.698,0.051,-0.068
3600,5185897,K02693.03,,CANDIDATE,CANDIDATE,6.83437001,1.52E-05,-1.52E-05,0,,,0.85,7.00E-02,-7.00E-02,0.0626,,,89.38,,,643,,,4494,139,-117,0.659,0.061,-0.051,0.698,0.051,-0.068
3601,9475552,K02694.01,,CANDIDATE,CANDIDATE,0.84338011,8.21E-07,-8.21E-07,0,,,1.57,3.48E+00,-1.60E-01,0.0163,,,88.24,,,1540,,,4818,142,-108,0.856,1.9,-0.084,0.809,0.198,-0.041
3602,9475552,K02694.02,,CANDIDATE,CANDIDATE,6.56606842,1.68E-05,-1.68E-05,0,,,1.72,3.81E+00,-1.70E-01,0.064,,,89.38,,,777,,,4818,142,-108,0.856,1.9,-0.084,0.809,0.198,-0.041
3604,11071200,K02696.01,,CANDIDATE,CANDIDATE,96.4561033,3.08E-04,-3.08E-04,0,,,5.56,3.40E+00,-1.18E+00,0.4615,,,88.81,,,589,,,7030,183,-260,1.666,1.018,-0.355,1.411,0.303,-0.282
3605,11071200,K02696.02,,CANDIDATE,CANDIDATE,44.5645251,2.60E-04,-2.60E-04,0,,,3.39,2.07E+00,-7.20E-01,0.2758,,,88.81,,,762,,,7030,183,-260,1.666,1.018,-0.355,1.411,0.303,-0.282
3607,5128673,K02698.01,,CANDIDATE,CANDIDATE,87.9732136,5.23E-04,-5.23E-04,0,,,2.7,1.12E+00,-2.00E-01,0.3793,,,89.95,,,384,,,5821,152,-154,0.848,0.349,-0.064,0.937,0.1,-0.102
3608,6690836,K02699.01,,CANDIDATE,CANDIDATE,0.568874427,6.01E-07,-6.01E-07,0,,,1.51,3.50E-01,-1.10E-01,0.0129,,,89.95,,,1801,,,5216,183,-144,0.79,0.184,-0.056,0.874,0.071,-0.085
3609,8639908,K02700.01,,CANDIDATE,CANDIDATE,0.910020015,1.68E-06,-1.68E-06,0,,,2.27,2.00E-01,-2.20E-01,0.015,,,38.39,,,1137,,,4296,131,-146,0.54,0.048,-0.051,0.546,0.044,-0.044
3612,5871985,K02703.01,,CANDIDATE,CANDIDATE,213.257663,1.05E-03,-1.05E-03,0,,,2.85,2.80E-01,-2.60E-01,0.6085,,,89.95,,,202,,,4476,164,-160,0.637,0.064,-0.057,0.659,0.061,-0.066
3613,9730163,K02704.01,Kepler-445 c,CONFIRMED,CANDIDATE,4.871222215,7.99E-06,-7.99E-06,0,,,2.09,1.38E+00,-6.00E-01,0.0311,,,89.38,,,362,,,3327,125,-58,0.189,0.125,-0.054,0.169,0.148,-0.049
3614,9730163,K02704.02,Kepler-445 b,CONFIRMED,CANDIDATE,2.984153469,8.83E-06,-8.83E-06,0,,,1.41,9.40E-01,-4.00E-01,0.0224,,,87.66,,,426,,,3327,125,-58,0.189,0.125,-0.054,0.169,0.148,-0.049
3615,9730163,K02704.03,Kepler-445 d,CONFIRMED,CANDIDATE,8.15273115,7.02E-05,-7.02E-05,0,,,2.363,8.93E-01,-8.93E-01,0.0438403,2.52E-07,-2.52E-07,88.83,4.40E+00,-4.40E+00,305,101,-101,3327,125,-125,0.189,0.125,-0.125,,,
3616,11453592,K02705.01,,CANDIDATE,CANDIDATE,2.886762645,3.37E-06,-3.37E-06,0,,,0.67,1.50E-01,-2.00E-01,0.0256,,,89.95,,,483,,,3400,100,-89,0.266,0.06,-0.078,0.267,0.062,-0.094
3617,9697131,K02706.01,,CANDIDATE,CANDIDATE,3.097587634,8.35E-06,-8.35E-06,0,,,1.8,6.00E-02,-7.00E-02,0.0465,,,89.38,,,1830,,,6491,69,-69,1.9,0.07,-0.07,1.39,0.15,-0.11
3618,5480640,K02707.01,Kepler-399 d,CONFIRMED,CANDIDATE,58.0341086,2.86E-04,-2.86E-04,0,,,1.96,3.60E-01,-1.40E-01,0.2615,,,89.95,,,392,,,5500,186,-153,0.682,0.125,-0.047,0.707,0.087,-0.046
3619,5480640,K02707.02,Kepler-399 b,CONFIRMED,CANDIDATE,14.42525565,9.80E-05,-9.80E-05,0,,,1.01,1.80E-01,-7.00E-02,0.1034,,,89.95,,,623,,,5500,186,-153,0.682,0.125,-0.047,0.707,0.087,-0.046
3620,5480640,K02707.03,Kepler-399 c,CONFIRMED,CANDIDATE,26.6757054,1.19E-04,-1.19E-04,0,,,1.58,2.80E-01,-1.10E-01,0.1558,,,89.38,,,508,,,5500,186,-153,0.682,0.125,-0.047,0.707,0.087,-0.046
3621,5175986,K02708.01,,CANDIDATE,CANDIDATE,0.868386528,1.16E-06,-1.16E-06,0,,,1.71,1.70E-01,-1.30E-01,0.0164,,,85.37,,,1409,,,4790,159,-132,0.729,0.073,-0.053,0.776,0.062,-0.07
3624,5272233,K02711.01,Kepler-400 b,CONFIRMED,CANDIDATE,9.02439889,2.60E-05,-2.60E-05,0,,,1.69,9.30E-01,-2.20E-01,0.0869,,,89.38,,,977,,,6099,146,-190,1.146,0.633,-0.15,1.07,0.252,-0.119
3625,5272233,K02711.02,Kepler-400 c,CONFIRMED,CANDIDATE,17.34088462,8.29E-05,-8.29E-05,0,,,1.5,8.30E-01,-2.00E-01,0.1343,,,89.95,,,786,,,6099,146,-190,1.146,0.633,-0.15,1.07,0.252,-0.119
3626,11098013,K02712.01,,CANDIDATE,CANDIDATE,7.50784391,2.53E-05,-2.53E-05,0,,,1.64,9.60E-01,-3.00E-01,0.0789,,,88.81,,,1164,,,6450,150,-193,1.32,0.767,-0.244,1.159,0.285,-0.161
3628,12206313,K02714.01,Kepler-401 b,CONFIRMED,CANDIDATE,14.38338734,8.56E-05,-8.56E-05,0,,,1.79,9.20E-01,-4.00E-01,0.1178,,,88.81,,,956,,,6347,162,-198,1.373,0.702,-0.312,1.051,0.264,-0.121
3629,12206313,K02714.02,Kepler-401 c,CONFIRMED,CANDIDATE,47.3183002,4.26E-04,-4.26E-04,0,,,2.46,1.26E+00,-5.60E-01,0.2606,,,87.09,,,643,,,6347,162,-198,1.373,0.702,-0.312,1.051,0.264,-0.121
3630,12206313,K02714.03,,CANDIDATE,CANDIDATE,184.256405,3.17E-03,-3.17E-03,0,,,2.36,1.21E+00,-5.30E-01,0.645,,,89.95,,,408,,,6347,162,-198,1.373,0.702,-0.312,1.051,0.264,-0.121
3631,9837661,K02715.01,,CANDIDATE,CANDIDATE,11.12830484,2.04E-05,-2.04E-05,0,,,6.63,3.40E-01,-4.60E-01,0.0882,,,88.24,,,547,,,4385,169,-159,0.706,0.037,-0.049,0.736,0.033,-0.062
3632,9837661,K02715.02,,CANDIDATE,CANDIDATE,2.226491086,5.24E-06,-5.24E-06,0,,,3.26,1.70E-01,-2.30E-01,0.0302,,,89.95,,,935,,,4385,169,-159,0.706,0.037,-0.049,0.736,0.033,-0.062
3633,9837661,K02715.03,,CANDIDATE,CANDIDATE,5.72087524,2.64E-05,-2.64E-05,0,,,3.08,1.60E-01,-2.10E-01,0.0566,,,87.66,,,683,,,4385,169,-159,0.706,0.037,-0.049,0.736,0.033,-0.062
3634,9092504,K02716.01,,CANDIDATE,CANDIDATE,0.962867382,2.04E-06,-2.04E-06,0,,,1.48,6.10E-01,-1.20E-01,0.0183,,,85.94,,,1662,,,5693,178,-156,0.802,0.335,-0.062,0.88,0.101,-0.088
3635,9092504,K02716.02,,CANDIDATE,CANDIDATE,6.46008273,3.11E-05,-3.11E-05,0,,,1.64,6.90E-01,-1.20E-01,0.0651,,,89.95,,,881,,,5693,178,-156,0.802,0.335,-0.062,0.88,0.101,-0.088
3636,9467404,K02717.01,,CANDIDATE,CANDIDATE,0.929906678,7.46E-07,-7.46E-07,0,,,1.44,8.30E-01,-2.80E-01,0.0195,,,84.8,,,2349,,,6437,151,-205,1.335,0.772,-0.261,1.151,0.286,-0.161
3638,5184911,K02719.01,,CANDIDATE,CANDIDATE,4.115844679,8.55E-06,-8.55E-06,0,,,1.71,3.51E+00,-1.50E-01,0.0466,,,89.95,,,895,,,4827,140,-115,0.823,1.691,-0.07,0.796,0.164,-0.052
3640,8176564,K02720.01,,CANDIDATE,CANDIDATE,6.57158198,2.23E-05,-2.23E-05,0,,,1.2,3.00E-02,-5.00E-02,0.073,,,88.81,,,1242,,,6109,51,-51,1.55,0.05,-0.06,1.19,0.11,-0.12
3641,6587105,K02721.01,,CANDIDATE,CANDIDATE,33.8786838,2.33E-04,-2.33E-04,0,,,2.77,1.14E+00,-2.10E-01,0.2039,,,87.66,,,525,,,5717,160,-162,0.884,0.365,-0.066,0.984,0.103,-0.107
3642,7673192,K02722.01,Kepler-402 c,CONFIRMED,CANDIDATE,6.12481814,1.96E-05,-1.96E-05,0,,,1.6,9.00E-01,-2.30E-01,0.0684,,,85.37,,,1213,,,6522,158,-206,1.215,0.684,-0.17,1.14,0.267,-0.146
3643,7673192,K02722.02,Kepler-402 e,CONFIRMED,CANDIDATE,11.24283541,4.39E-05,-4.39E-05,0,,,1.59,8.90E-01,-2.20E-01,0.1026,,,86.52,,,990,,,6522,158,-206,1.215,0.684,-0.17,1.14,0.267,-0.146
3644,7673192,K02722.03,Kepler-402 b,CONFIRMED,CANDIDATE,4.02875481,1.29E-05,-1.29E-05,0,,,1.26,7.20E-01,-1.70E-01,0.0518,,,86.52,,,1393,,,6522,158,-206,1.215,0.684,-0.17,1.14,0.267,-0.146
3645,7673192,K02722.04,Kepler-402 d,CONFIRMED,CANDIDATE,8.9211602,3.97E-05,-3.97E-05,0,,,1.26,7.10E-01,-1.80E-01,0.0879,,,89.95,,,1070,,,6522,158,-206,1.215,0.684,-0.17,1.14,0.267,-0.146
3646,7673192,K02722.05,,CANDIDATE,CANDIDATE,16.5339099,1.26E-04,-1.26E-04,0,,,1.21,6.80E-01,-1.70E-01,0.1327,,,89.95,,,871,,,6522,158,-206,1.215,0.684,-0.17,1.14,0.267,-0.146
3647,3346154,K02723.01,,CANDIDATE,CANDIDATE,1.952710064,2.24E-06,-2.24E-06,0,,,1.97,8.40E-01,-1.70E-01,0.0308,,,89.38,,,1403,,,5741,162,-171,0.946,0.403,-0.08,1.02,0.145,-0.113
3652,4178606,K02728.01,,CANDIDATE,CANDIDATE,42.3514267,1.37E-04,-1.37E-04,0,,,3.44,2.03E+00,-5.90E-01,0.2596,,,89.95,,,704,,,6856,166,-248,1.405,0.832,-0.239,1.31,0.277,-0.232
3653,12008872,K02729.01,,CANDIDATE,CANDIDATE,14.88801098,8.77E-05,-8.77E-05,0,,,1.9,8.40E-01,-2.60E-01,0.1186,,,87.66,,,831,,,6143,157,-188,1.116,0.497,-0.152,1.001,0.192,-0.111
3654,8415200,K02730.01,,CANDIDATE,CANDIDATE,4.52158888,2.18E-05,-2.18E-05,0,,,0.94,4.10E-01,-8.00E-02,0.0535,,,89.38,,,1081,,,5941,155,-175,0.911,0.395,-0.075,1.001,0.125,-0.125
3656,9886361,K02732.01,Kepler-403 b,CONFIRMED,CANDIDATE,7.03144308,3.31E-05,-3.31E-05,0,,,1.09,2.00E-01,-8.00E-02,0.0743,,,85.37,,,1038,,,6086,86,-131,1.111,0.195,-0.087,1.102,0.074,-0.076
3657,9886361,K02732.02,,CANDIDATE,CANDIDATE,13.61159129,8.29E-05,-8.29E-05,0,,,1.09,1.90E-01,-9.00E-02,0.1153,,,89.95,,,833,,,6086,86,-131,1.111,0.195,-0.087,1.102,0.074,-0.076
3658,9886361,K02732.03,Kepler-403 c,CONFIRMED,CANDIDATE,54.2812031,4.20E-04,-4.20E-04,0,,,1.43,2.50E-01,-1.10E-01,0.29,,,89.38,,,525,,,6086,86,-131,1.111,0.195,-0.087,1.102,0.074,-0.076
3659,9886361,K02732.04,,CANDIDATE,CANDIDATE,24.5607763,3.90E-04,-3.90E-04,0,,,0.86,1.50E-01,-6.00E-02,0.1709,,,88.24,,,684,,,6086,86,-131,1.111,0.195,-0.087,1.102,0.074,-0.076
3660,5953297,K02733.01,,CANDIDATE,CANDIDATE,5.62005172,2.13E-05,-2.13E-05,0,,,2.53,1.85E+00,-1.47E+00,0.0608,,,89.38,,,1184,,,4897,131,-114,1.826,1.341,-1.056,0.949,0.24,-0.164
3661,7659389,K02734.01,,CANDIDATE,CANDIDATE,3.82590987,1.01E-05,-1.01E-05,0,,,2.64,8.20E-01,-2.20E-01,0.0465,,,89.95,,,1005,,,5223,201,-161,0.885,0.275,-0.075,0.913,0.068,-0.071
3662,9472074,K02735.01,,CANDIDATE,CANDIDATE,0.558841307,7.69E-07,-7.69E-07,0,,,1.39,2.50E-01,-8.00E-02,0.0128,,,88.24,,,1795,,,5154,172,-140,0.798,0.145,-0.046,0.902,0.051,-0.082
3663,10842192,K02736.01,,CANDIDATE,CANDIDATE,9.33646594,3.11E-05,-3.11E-05,0,,,2.05,1.60E-01,-2.10E-01,0.0747,,,88.81,,,577,,,4442,144,-142,0.648,0.052,-0.065,0.637,0.067,-0.055
3666,4831728,K02739.01,,CANDIDATE,CANDIDATE,10.10769068,4.95E-05,-4.95E-05,0,,,1.72,7.50E-01,-1.40E-01,0.0933,,,89.38,,,814,,,5754,168,-194,0.96,0.416,-0.081,1.057,0.183,-0.13
3667,4831728,K02739.02,,CANDIDATE,CANDIDATE,7.09559216,9.08E-05,-9.08E-05,0,,,1.01,4.30E-01,-9.00E-02,0.0737,,,87.66,,,916,,,5754,168,-194,0.96,0.416,-0.081,1.057,0.183,-0.13
3670,5980208,K02742.01,,CANDIDATE,CANDIDATE,0.789161653,1.21E-06,-1.21E-06,0,,,0.96,7.00E-02,-1.10E-01,0.0142,,,88.24,,,1243,,,4258,120,-146,0.622,0.045,-0.071,0.61,0.058,-0.06
3671,8095441,K02743.01,,CANDIDATE,CANDIDATE,11.87456832,3.75E-05,-3.75E-05,0,,,1.14,4.70E-01,-9.00E-02,0.0937,,,89.95,,,699,,,5578,176,-142,0.757,0.309,-0.061,0.775,0.115,-0.061
3672,5881813,K02744.01,,CANDIDATE,CANDIDATE,109.6471842,7.08E-04,-7.08E-04,0,,,2.46,8.80E-01,-1.90E-01,0.4277,,,89.95,,,340,,,5649,158,-150,0.797,0.285,-0.062,0.868,0.095,-0.089
3673,5881813,K02744.02,,CANDIDATE,CANDIDATE,11.6153141,1.53E-04,-1.53E-04,0,,,1.1,3.90E-01,-9.00E-02,0.0958,,,89.38,,,719,,,5649,158,-150,0.797,0.285,-0.062,0.868,0.095,-0.089
3674,12456601,K02745.01,,CANDIDATE,CANDIDATE,15.64591713,7.27E-05,-7.27E-05,0,,,2.31,9.40E-01,-2.00E-01,0.1229,,,89.38,,,710,,,5896,161,-187,0.916,0.375,-0.077,1.008,0.119,-0.126
3676,6586746,K02747.01,,CANDIDATE,CANDIDATE,6.26406846,2.71E-05,-2.71E-05,0,,,1.61,3.40E-01,-1.40E-01,0.0615,,,89.38,,,809,,,5032,168,-133,0.817,0.169,-0.073,0.789,0.103,-0.06
3677,9962455,K02748.01,,CANDIDATE,CANDIDATE,23.198681,2.55E-04,-2.55E-04,0,,,1.3,5.40E-01,-1.00E-01,0.157,,,89.95,,,592,,,5717,160,-151,0.864,0.361,-0.065,0.958,0.093,-0.101
3678,9962455,K02748.02,,CANDIDATE,CANDIDATE,5.77721211,2.79E-05,-2.79E-05,0,,,1.03,4.40E-01,-7.00E-02,0.0621,,,88.81,,,941,,,5717,160,-151,0.864,0.361,-0.065,0.958,0.093,-0.101
3680,3663173,K02750.01,,CANDIDATE,CANDIDATE,174.639617,2.27E-03,-2.27E-03,0,,,6.56,3.46E+00,-7.90E-01,0.6592,,,89.38,,,370,,,6299,177,-246,1.167,0.616,-0.14,1.249,0.225,-0.22
3681,9881077,K02751.01,,CANDIDATE,CANDIDATE,24.4002549,1.09E-04,-1.09E-04,0,,,2.42,2.10E-01,-2.20E-01,0.1441,,,88.81,,,437,,,4583,140,-127,0.674,0.058,-0.062,0.669,0.071,-0.057
3683,6265792,K02753.01,,CANDIDATE,CANDIDATE,0.935118057,2.76E-06,-2.76E-06,0,,,0.92,3.80E-01,-1.20E-01,0.0188,,,84.22,,,2021,,,6002,153,-178,1.095,0.454,-0.144,1.009,0.185,-0.114
3684,10905911,K02754.01,,CANDIDATE,CANDIDATE,1.341555127,3.70E-06,-3.70E-06,0,,,1.08,4.90E-01,-3.10E-01,0.0233,,,89.38,,,1967,,,5738,190,-165,1.407,0.643,-0.4,0.938,0.172,-0.088
3685,3545135,K02755.01,,CANDIDATE,CANDIDATE,8.48293296,3.69E-05,-3.69E-05,0,,,0.84,1.50E-01,-9.00E-02,0.0791,,,89.95,,,909,,,5798,109,-112,0.999,0.186,-0.1,0.916,0.07,-0.059
3686,6964929,K02756.01,,CANDIDATE,CANDIDATE,0.665026916,1.60E-06,-1.60E-06,0,,,0.98,3.70E-01,-8.00E-02,0.0151,,,89.95,,,2070,,,5957,154,-187,0.937,0.343,-0.084,1.026,0.116,-0.131
3687,6964929,K02756.02,,CANDIDATE,CANDIDATE,5.06998122,4.17E-05,-4.17E-05,0,,,0.934,7.51E-01,-7.51E-01,0.0582811,3.20E-07,-3.20E-07,88.5,6.27E+01,-6.27E+01,1054,196,-196,5957,187,-187,0.937,0.343,-0.343,,,
3688,6432345,K02757.01,,CANDIDATE,CANDIDATE,234.635379,1.19E-03,-1.19E-03,0,,,2.51,1.14E+00,-2.10E-01,0.7143,,,89.95,,,273,,,5735,189,-167,0.831,0.375,-0.072,0.882,0.112,-0.083
3689,8703129,K02758.01,,CANDIDATE,CANDIDATE,253.355007,2.20E-03,-2.20E-03,0,,,25.41,8.95E+00,-1.26E+01,1.0077,,,88.24,,,555,,,5177,143,-203,5.949,2.096,-2.945,2.122,0.335,-1.009
3690,11076400,K02759.01,,CANDIDATE,CANDIDATE,1.078084397,2.15E-06,-2.15E-06,0,,,0.99,1.53E+00,-9.00E-02,0.0189,,,89.95,,,1435,,,4973,149,-127,0.809,1.245,-0.075,0.774,0.131,-0.059
3691,7877978,K02760.01,,CANDIDATE,CANDIDATE,56.5735997,3.13E-04,-3.13E-04,0,,,2.19,2.30E-01,-1.90E-01,0.2523,,,88.81,,,317,,,4514,165,-160,0.639,0.067,-0.056,0.667,0.062,-0.067
3693,8210018,K02762.01,,CANDIDATE,CANDIDATE,132.9968322,9.24E-04,-9.24E-04,0,,,2.7,2.80E-01,-2.20E-01,0.4516,,,89.38,,,241,,,4530,168,-159,0.657,0.067,-0.055,0.691,0.059,-0.07
3694,3834322,K02763.01,,CANDIDATE,CANDIDATE,0.498434479,9.00E-07,-9.00E-07,0,,,1.13,1.20E-01,-9.00E-02,0.0112,,,85.37,,,1686,,,4787,144,-128,0.714,0.075,-0.054,0.758,0.064,-0.072
3695,10073672,K02764.01,,CANDIDATE,CANDIDATE,2.2529737,6.78E-06,-6.78E-06,0,,,1.23,2.00E-01,-1.10E-01,0.028,,,89.95,,,773,,,3952,110,-55,0.55,0.09,-0.05,0.572,0.1,-0.05
